,User,Followers,user_id,Tweet,Retweet_Count,Location,Verified_Account,Retweet
134,JesusLujanR,159,124908983,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,Ombligo de la luna ,False,0
135,Raful1964,572,84486983,"RT @Radio_Formula: 🚨#ÚLTIMAHORA🚨 Loret responde a AMLO: ""está fuera de sí este aspirante a dictador"".
https://t.co/jt9c2NH6aK https://t.co/…",474,México,False,0
136,DanFilm,70689,31022663,"RT @LillyTellez: ⚠️ Qué cobarde el presidente López Obrador.

Abusa del poder del estado para violentar los derechos del periodista que exh…",7552,"Beverly Hills, CA ",True,0
137,boryz79,77,463851826,"RT @pedroferriz3: Estoy seguro lo que hoy hizo @lopezobrador_ con @CarlosLoret no pasara desapercibido. 

#AMLO muestra una vez más su rost…",487,"Puebla, México",False,0
138,elyorsfreeman,55,186287746,"@CarlosLoret Loret te puede caer o no,ya sea por el caso Cassez, pero AMLO no ha desmentido ni 🥒, W Radio le puede pagar 1 millón de dólares si quiere por ser empresa PRIVADA,AMLO se mantiene de recursos del ESTADO y ¿De dónde salen los recursos? ISR,IVA,etc etc,hay que estár ""ciegos"" me",0,México,False,0
139,jjdlsh,153,1483878047690506245,"@mi4wbin llevo como 10 minutos y no dicen q pasó ndms le echan a amlo, pero ya andan hablando de narcotraficantes y periodistas (?",0,alan mi chico bonito ♡︎,False,0
140,JoseLuisLG2016,296,733861665842696192,"RT @davidluhnow: Strong stuff here from Spain’s ABC on AMLO. 

“una de las tácticas baratas de los incompetentes es buscarse un enemigo ext…",75,"Baja California, México",False,0
141,rosacris,7200,18441350,"RT @Luiscarpintero: De alcanzar el 40% necesario para q el resultado sea vinculatorio (cualquiera que este sea).

No hay que entrar en el j…",36,"Centro Chiconcuac, Xochitepec",False,0
142,InfoWARZ2021,694,1435903720236126216,"@JhosepNav @laoctavadigital @lopezobrador_ @CarlosLoret @RloretdeM1 @FelipeCalderon ELCHEche @RloretdeM1
Papá d @CarlosLoret Arremete VS AMLO por 'insultar' a su URK0.
""Estoy seguro q de los presidentes de México el primero q va a entrar a la cárcel vas a ser tú lopezobrador"",DICE EL CHEcheCHERafael de Mola,padre @laoctavadigital ‼️CHERUK0MAM0N‼️ https://t.co/qNPaKbMxAR",0,notisistema.com/radiometropoli,False,0
143,eddiesolorzano,177,116988912,"De acuerdo a los resultados que dan, si Loret gana eso, entonces merece un aumento; si AMLO gana eso, entonces se le paga de más.",0,"salida, california, usa",False,0
144,yulius_pia,391,325892337,"RT @juanburgos: Todos, absolutamente todos, en México debemos alzar la voz respecto a la infamia que le hizo AMLO a @CarlosLoret.

Tomemos…",1563,la paz ,False,0
145,Raful1964,572,84486983,"RT @Mara36763076: #TodosSomosLoret
#LopezEnemigoDeMexico 
López está acorralado, gravísimo el delito q cometió.
Hoy vuelve a calumniar @Car…",1061,México,False,0
146,ulises53,4455,88253919,"RT @ZuritaCarpio: Dijo AMLO que hay una mafia de periodistas, empresarios y políticos...horas después se juntan todos en un Espacio de Twit…",266,"Aguascalientes, México",False,0
147,Betocc2011,827,390393107,"RT @Regia_Alexandra: Uds creen que LORET gane $35 MILLONES  XQ es muy bueno, XQ escribe muy bien?? 
Nooo,le pagan por golpeador y mercenari…",154,"Mexico, Distrito Federal",False,0
148,Fredyzizuo,565,403493855,"@JC_YeiZ @marthadebayle @GloriaAlvarez85 Tal para cual;  son como AMLO, le saben hablar a sus seguidores.",0,México,False,0
149,dfAida_,848,145878323,"RT @BorisSGomezU: Solidaridad latinoamericana con @CarlosLoret periodista mexicano vilmente atacado, en cadena nacional estatal, por el rég…",1500,México,False,0
150,Matador08640286,24763,1144211263653928961,Que viva AMLO y que chingue sumadre la oposición Mierdera y sus derechangos,1,México,False,0
151,EhgEdgar,153,2612888731,"RT @JACrespo1: Creo que AMLO ya está en esa situación en la que mientras más te mueves, más te hundes.",1106,CDMX,False,0
152,Pavelgloria,48,270661393,"RT @DrLorenzoMeyer: El índice de democracia de The Economist, que considera al México de Calderón más democrático que el de AMLO, dice más,…",4083,"Saltillo, Coahuila de Zaragoza",False,0
153,nancy_bangstan,120,172899482,RT @AlfredoLecona: ESTO. Una cosa es la crítica al trabajo periodístico y otra USAR RECURSOS PÚBLICOS para AGREDIR a periodistas con el obj…,6268,Earth,False,0
154,zuum_zaam,168,39347666,"RT @Miriam_Junne: Dicen que AMLO quiere comprar voluntades cuando hablan de las becas a estudiantes y adultos mayores, ¿Qué pretenden compr…",467,Ciudad de México ,False,0
155,Mamonymex,11281,988959603181400064,"Si se sabe manejar inteligentemente con las armas que las redes nos dan, esta revelación de AMLO a favor del pueblo, además de que fue un impacto al negocio de empresarios que financian a mercenarios golpistas disfrazados de periodistas, también podría ser un impacto a twitter.",0,"Somos locales, somos globales.",False,0
156,torobon,234,87332763,"RT @liatrueba: Si en lugar de amenazar a Loret de Mola y revelar su información fiscal, AMLO se hubiera referido a él utilizando los pronom…",194,'quí 'toy!!,False,0
157,hiram68814339,200,980654346,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,"Mexico, city",False,0
158,augustomalfavon,117,612173739,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,México City ,False,0
159,VicManDelarosa,274,180990865,"RT @ClaudioAlcaraz: Attolini: “Si, la 💩 y mucho AMLO hoy, pero es su derecho y además, los Choco Crispis ya no tienen a Melvin”.",1,México,False,0
160,Maura_Arredondo,3305,110564128,"RT @Adela_Micha: Rafael Loret de Mola salió en defensa de su hijo, Carlos Loret de Mola, luego de que el presidente Andrés Manuel López Obr…",139,"Distrito Federal, México",False,0
161,lors_lu,307,63604165,"RT @juanburgos: Todos, absolutamente todos, en México debemos alzar la voz respecto a la infamia que le hizo AMLO a @CarlosLoret.

Tomemos…",1563,Toluca City Town,False,0
162,boryz79,77,463851826,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,"Puebla, México",False,0
163,oswaldo5767,10,4434191112,"RT @Miriam_Junne: Dicen que AMLO quiere comprar voluntades cuando hablan de las becas a estudiantes y adultos mayores, ¿Qué pretenden compr…",467,United States,False,0
164,MkeBeaverhausen,268,104317413,RT @llantodeburgues: El hecho de que AMLO esté muy equivocado no es sinónimo de que Loret está en lo correcto ni mucho menos de que sea una…,6,"Saltillo, Coahuila de Zaragoza",False,0
165,smmnd,244,492780699,"RT @Pajaropolitico: A través de una carta, accionistas de la petrolera Baker Hughes pidieron iniciar una investigación por un posible confl…",541,CDMX,False,0
166,carmenarcosh,101,1179184298148192260,"Que padre que hagan este tipo de espacios en donde se hable tal cual de defender a reporteros, periodistas y más después de lo que AMLO hizo https://t.co/JK5J15z8WZ",0, lugar mágico ,False,0
167,Cyn_zago,120,82294823,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,"Tihuatlan, Veracruz",False,0
168,chapiss7319,663,3144787723,"RT @Paulguerra16: ¡Seré breve!
TODOS somos, y apoyamos al presidente AMLO.",80,"Chicago, IL",False,0
169,SDlfno,43,1075861566594134018,"RT @diaz_manuel: Adoctrinamiento 4T

Al estilo fascista.

Desde que asumió el poder, AMLO ha buscado una reforma educativa para transformar…",247,México,False,0
170,ManabendraNR,2742,963605831966183425,"RT @ChicShion: Creen que con un espacio de twitter van a tumbar a AMLO... que los tiene bailando al son que les toca! 

Claro que todos eso…",31,"Coyoacán, Distrito Federal",False,0
171,D0NZER,430,129984465,RT @franz_buonapart: @bienrespondona Attolini después de estar en el Space y decir que AMLO es un mentiroso. https://t.co/JZObuWjn4f,24,No soy Bot!,False,0
172,maricelaloa,263,62599653,"RT @Alebadilloc: Me dan risa, referente a lo que pasó con AMLO en la mañana, los que nos advierten con pánico: ""Hoy fue Loret, mañana puede…",1054,México,False,0
173,fifirucho,343,145036671,"@CarlosLoret @lopezobrador_ Sí, ya sabemos que es al costo que sea $35,000,000; los cuáles han sido mal invertidos por tus jefes políticos, sigue siendo el perro guardián de intereses económicos, tus montajes y mentiras no han minado  aprobación de AMLO. https://t.co/ROVsN8K7Fl",0,CDMX,False,0
174,clon263,36,416711625,RT @infobaemexico: @RicardoMonrealA #Entérate España pidió a AMLO explicaciones sobre su intención de pausar las relaciones diplomáticas y…,45,"Cajeme, Sonora",False,0
175,EricAvils3,223,1239693078597791744,"RT @LillyTellez: ⚠️ Qué cobarde el presidente López Obrador.

Abusa del poder del estado para violentar los derechos del periodista que exh…",7552,"Veracruz, Veracruz de Ignacio ",False,0
176,Pichardohm,92,1260597919,"RT @rochaperiodista: Más allá del sueldo de Carlos Loret, AMLO manda el siguiente mensaje: detrás del conductor de Latinus hay poderosos gr…",1527,"Guadalajara, Jalisco",False,0
177,JV7x777,135,2602406665,"RT @juanburgos: Todos, absolutamente todos, en México debemos alzar la voz respecto a la infamia que le hizo AMLO a @CarlosLoret.

Tomemos…",1563,Mexico City,False,0
178,elbarrbon,715,137402535,"RT @CarlosLoret: La casona del hijo de AMLO en Houston es como Odebrecth 2ª parte. Así lo denuncia el PAN: no son iguales, son peores. La e…",3654,"Pasadena, CA",False,0
179,ibrucebm,103,1080584880,Es puto Space es cagada y lo que más me emputa es que AMLO nada más les da cuerda a estos tontos y lo peor es que es justificado,0,tus pantalones,False,0
180,Franciscopont,13416,1266231630,"Vean la diferencia mientras en el último gobierno del prian Peña junto a Anaya y otros diputados del PAN subieron la gasolina al doble AMLO quita el IEPS para que no suba la gasolina por la crisis de la posible guerra de Rusia 
https://t.co/Z5V8lo7Cib",0,"El Paso, TX",False,0
181,solange_,8333,14618202,RT @El_Universal_Mx: Lo que vimos hoy cruzó la frontera; AMLO puso a mi familia a merced de la delincuencia: Loret de Mola https://t.co/RsX…,328,Mexico,False,0
182,PabloMtzDelCam1,6215,924831814165848064,"RT @SinLinea_Mx: Mientras la oposición y la prensa conservadora llora en redes, por Carlos Loret.
Allá afuera, el pueblo está con AMLO.
#Ch…",270,México 🇲🇽,False,0
183,cortesvictorh,4087,904910389078405120,"RT @vampipe: Si está de acuerdo con lo que hizo AMLO hoy:

🚩🚩🚩🚩🚩",1092,Latinoamérica,False,0
184,ajelandrofiguer,183,175695210,"RT @MigeGs58: La credibilidad de AMLO es lo que lo llevó a ser Presidente de México.
La hipocresía y falsedad del otro es lo que lo llevó a…",370,mexico,False,0
185,parredondom,971,100069742,"RT @laoctavadigital: #VIDEO l Papá de Carlos Loret arremete contra AMLO por 'insultar' a su hijo

""Estoy seguro que de los presidentes de M…",91,"San Luis Potosí, México",False,0
186,carlolalo,206,136783474,"@monerohernandez Pues si! pero non  lo ven, es gracioso, tal es su obsesión con AMLO que están en un “loop” siniestro para ellos quieren acabar con AMLO tiene una herramienta pero no la usan; síndrome de Estocolmo",0,Mexico,False,0
187,SArmendriz,429,2317705669,https://t.co/CIWVwJAzOa,0,"Ciudad Juárez, Chih. México",False,0
188,Nydia_59,1445,51173613,"RT @reformanacional: ""Formalmente les voy a pedir que soliciten al SAT a Hacienda, para que me verifiquen los datos (sobre Loret de Mola"",…",473,Mexico,False,0
189,SinXochimilco,1834,1047330131772100608,"@gamapau @DanielRosasH También su espacio es válido, lo malo es que mucha gente pensó que era un stream pro amlo, aquí los periodistas se enfocan más en su crisis laboral.",0,"Xochimilco, Distrito Federal",False,0
190,CampoySamy,25,1055146873130967040,"RT @CampoySamy: @HernanGomezB @_MarianaE_ @lopezobrador_ No creo, AMLO es presidente pero también  es un ciudadano que tiene el derecho de…",1,"Sinaloa, México",False,0
191,RogL39,381,148997545,"RT @HectorRossete: Perdón @AntonioAttolini si no eres México ¿Qué haces aquí? ¿Defender lo indefendible? 

Se llama violación de los derech…",236,Puebla,False,0
192,coolarturo31,8,3578918473,"RT @Navegaciones: ""La integridad física de Loret está en peligro"".
Claro. Como cuado AMLO le golpeó la nariz con su rasho laser 🙄
https://t…",27,"Santa Rosa, CA",False,0
193,horst2009,248,48593913,"RT @kenialopezr: ¡Checa esta gráfica!

Amlo el aspirante a DICTADOR está totalmente fuera de sus casillas.

¿Y saben por qué?

Porque no qu…",3373,"Las Vegas, NV",False,0
194,simon_ulises,2070,1869409050,"RT @patyper: Televisa, Latinus, radiopolis no van a negar que le dieron  todos esos millones a loretito? 
AMLO nunca miente !",45,"Baja California, México",False,0
195,juarez_me1,4018,585036473,@castci @AristeguiOnline Quieren el poder hay muchos intereses en juego quieren que retorne la corrupcion a la que estaban acostumbrados no quieren que se apruebe la reforma energética Claudio X González el que esta detrás de la oposición  urge apoyar a AMLO en la revocación de mandato hagamos campaña,0,"Distrito Federal, México",False,0
196,arenasso,397,344952029,RT @ManuelGaleazz1R: “No hay medias tintas entre estar con el pueblo y tener como ética la verdad o ser un mercenario y estar a favor de la…,22,Mexico,False,0
197,gnsht,997,10610752,"RT @arturopereitor: Si Méjico hubiese sido colonizado por ingleses, AMLO no existiría. https://t.co/TFVaPvor0E",26,vlc,False,0
198,ClaudioAlcaraz,300681,125917558,"Attolini: “Si, la 💩 y mucho AMLO hoy, pero es su derecho y además, los Choco Crispis ya no tienen a Melvin”.",1,"Mazatlán, Sinaloa, México.",True,0
199,thunderakar69,9,1080530004289695744,@Leqaf2 @caligro @CarlosLoret Pues no puedes tener una opinión sin sesgo si no has visto la fotografía completa. Entonces entiendo que amlo si se puede defender de las calumnias y Aristegui no? Ah no pues chingon.,0,"London, England",False,0
200,NeToWeR,1558,88533029,"RT @politicomx: Carlos Loret de Mola acusó que AMLO actualmente lo ""ha puesto en riesgo"", esto debido a que en la conferencia mañanera de h…",1295,"Centro de la Ciudad de México,",False,0
201,Goku4T,3601,1365747344411684864,"RT @sevillacritico: Ya casi termina el día y ni Televisa, ni Radiopolis, ni The Washington Post, ni LatinUS, ni El Universal han desmentido…",742,"Toluca, México",False,0
202,CampoySamy,25,1055146873130967040,"@HernanGomezB @_MarianaE_ @lopezobrador_ No creo, AMLO es presidente pero también  es un ciudadano que tiene el derecho de replica, uno que se dice periodista que confunde la libertad de expresión con el capricho personal, es un mercenario.",1,"Sinaloa, México",False,0
203,gerritojay,262,88446460,"RT @Pajaropolitico: A través de una carta, accionistas de la petrolera Baker Hughes pidieron iniciar una investigación por un posible confl…",541,DF,False,0
204,troyanmx,58,733969377775616000,"RT @CaniBasut: @JJesusEsquivel Acabaste de peoncito de Loret de Mola, como Aristegui.
Terminan dándole la razón a AMLO, son una mięrda del…",6,"Houston, TX",False,0
205,ClaudiavSilva,2120,93035852,En esto debería estar ocupado #AMLO  y no atacando al periodismo en México. No solo es Loret. Diario usa la tribuna presidencial para dividir y desprestigiar a quienes lo cuestionan o desenmascaran la #corrupción  de su admon. #BakerHughes #TodosSomosLoretdeMola https://t.co/UKGAQOrhre,0,Mordor,False,0
206,AlbertoGozAGA,1513,192268864,"RT @EnriqueRent2: LILLY TÉLLEZ ES CHAYOTERA...

Y

ABUSÓ DE LA OPORTUNIDAD QUE LE DIO AMLO PARA OCUPAR UN PUESTO POLÍTICO...

DESGRACIADAME…",2,Ciudad de México,False,0
207,LonelyDancer,643,101386758,"@Miroslvva El AMLO durante su mañanera dio a conocer los ingresos de Loret de Mola, diciendo que el bato pide transparencia pero Loret de Mola tiene que explicar sus ingresos porque bla bla bla
Tl;dr
AMLO expuso los ingresos de Loret de Mola en la mañanera",0,Beneath the hollow moon,False,0
